fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb
178,18,.357,SF,72,55,James Posey,MEM,405,.434,69,111,134,23,.865,178,96,88,04/05,.309,p/poseyja01.html,127,45,356,50,48,28,219,poseyja01,.404,1382,174
86,1,.517,C,45,0,Vitaly Potapenko,SEA,117,.517,12,31,53,3,.871,1,27,9,04/05,.000,p/potapvi01.html,45,30,87,33,7,29,78,potapvi01,.523,335,48
825,82,.487,SF,422,47,Tayshaun Prince,DET,1206,.511,135,274,161,71,.807,138,221,247,04/05,.341,p/princta01.html,469,133,963,82,56,24,435,princta01,.512,3039,302
100,4,.438,SF,48,8,Laron Profit,WAS,136,.469,27,25,44,5,.640,28,16,37,04/05,.286,p/profila01.html,56,24,128,42,16,27,76,profila01,.480,428,52
333,50,.598,C,199,0,Joel Przybilla,POR,488,.598,98,174,239,163,.517,0,90,74,04/05,,p/przybjo01.html,199,178,333,76,24,25,588,przybjo01,.598,1858,410
321,0,.409,PF,138,128,Vladimir Radmanovic,SEA,741,.508,80,103,172,31,.786,329,81,86,04/05,.389,r/radmavl01.html,266,52,650,63,57,24,289,radmavl01,.430,1856,237
19,6,.316,C,6,0,Aleksandar Radojevic,UTA,19,.316,15,10,32,2,.700,0,7,6,04/05,,r/radojal01.html,6,9,19,12,0,28,28,radojal01,.316,128,19
10,0,.500,C,5,0,Peter John Ramos,WAS,11,.500,3,2,4,1,.500,0,1,0,04/05,,r/ramospe01.html,5,1,10,6,0,19,4,ramospe01,.500,20,3
735,37,.448,PF,332,0,Zach Randolph,POR,871,.448,112,254,112,17,.815,6,207,86,04/05,.000,r/randoza01.html,332,142,741,46,34,23,442,randoza01,.452,1603,300
257,45,.447,C,115,0,Theo Ratliff,POR,304,.447,56,107,183,158,.692,0,74,34,04/05,,r/ratlith01.html,115,111,257,63,23,31,331,ratlith01,.447,1731,220
234,2,.568,C,133,0,Zeljko Rebraca,LAC,339,.568,49,85,130,40,.859,0,73,26,04/05,,r/rebraze01.html,133,49,234,58,13,32,184,rebraze01,.568,928,135
1125,75,.441,SG,521,104,Michael Redd,MIL,1723,.477,133,432,152,8,.854,293,369,172,04/05,.355,r/reddmi01.html,625,72,1418,75,63,25,312,reddmi01,.463,2848,240
26,0,.517,SF,15,0,Justin Reed,BOS,41,.517,5,15,12,1,.733,3,11,10,04/05,.000,r/reedju01.html,15,8,29,23,3,23,16,reedju01,.577,121,8
30,2,.333,C,10,0,Jared Reiner,CHI,21,.333,9,4,35,7,.250,0,1,1,04/05,,r/reineja01.html,10,13,30,19,3,22,38,reineja01,.333,132,25
998,72,.446,SG,485,125,Jason Richardson,GSW,1559,.492,169,309,156,32,.693,370,214,281,04/05,.338,r/richaja01.html,610,125,1368,72,105,24,424,richaja01,.486,2724,299
414,78,.389,SG,181,226,Quentin Richardson,PHO,1176,.498,102,184,197,27,.739,631,136,158,04/05,.358,r/richaqu01.html,407,91,1045,79,96,24,479,richaqu01,.437,2839,388
561,82,.405,PG,232,67,Luke Ridnour,SEA,824,.450,149,180,185,23,.883,178,159,483,04/05,.376,r/ridnolu01.html,299,55,739,82,94,23,204,ridnolu01,.414,2571,149
73,1,.444,SG,33,3,Bernard Robinson,CHA,93,.463,20,26,42,4,.692,8,18,30,04/05,.375,r/robinbe01.html,36,14,81,31,11,24,48,robinbe01,.452,328,34
330,29,.386,C-PF,135,67,Clifford Robinson,TOT,533,.450,66,97,181,53,.639,193,62,104,04/05,.347,r/robincl02.html,202,54,523,71,62,38,209,robincl02,.409,1689,155
227,29,.398,C,99,42,Clifford Robinson,GSW,359,.458,41,58,107,39,.603,127,35,74,04/05,.331,r/robincl02.html,141,31,354,42,44,38,114,robincl02,.436,1090,83
103,0,.361,PF,36,25,Clifford Robinson,NJN,174,.435,25,39,74,14,.692,66,27,30,04/05,.379,r/robincl02.html,61,23,169,29,18,38,95,robincl02,.350,599,72
71,0,.442,SF,32,2,Glenn Robinson,SAS,90,.455,7,23,19,3,.870,6,20,8,04/05,.333,r/robingl01.html,34,4,77,9,4,32,24,robingl01,.451,157,20
282,33,.382,SF-PF,124,48,Rodney Rogers,TOT,444,.436,86,70,172,20,.743,168,52,86,04/05,.286,r/rogerro01.html,172,61,450,58,41,33,246,rogerro01,.440,1367,185
197,26,.377,SF,84,25,Rodney Rogers,NOH,275,.420,66,42,103,12,.762,92,32,60,04/05,.272,r/rogerro01.html,109,28,289,30,19,33,142,rogerro01,.426,882,114
85,7,.391,PF,40,23,Rodney Rogers,PHI,169,.463,20,28,69,8,.714,76,20,26,04/05,.303,r/rogerro01.html,63,33,161,28,22,33,104,rogerro01,.471,485,71
885,65,.455,SF,419,108,Jalen Rose,TOR,1495,.501,180,390,190,10,.854,274,333,209,04/05,.394,r/roseja01.html,527,44,1159,81,63,32,276,roseja01,.473,2710,232
431,5,.449,PF,197,1,Malik Rose,TOT,534,.450,102,186,208,16,.737,10,137,59,04/05,.100,r/rosema01.html,198,129,441,76,46,30,341,rosema01,.457,1475,212
263,1,.464,PF,124,0,Malik Rose,SAS,317,.464,56,99,124,9,.697,4,69,41,04/05,.000,r/rosema01.html,124,95,267,50,31,30,227,rosema01,.471,862,132
168,4,.425,PF,73,1,Malik Rose,NYK,217,.428,46,87,84,7,.782,6,68,18,04/05,.167,r/rosema01.html,74,34,174,26,15,30,114,rosema01,.435,613,80
369,19,.432,SG,160,1,Quinton Ross,LAC,397,.433,54,110,165,22,.673,4,74,109,04/05,.250,r/rossqu01.html,161,59,373,78,51,23,210,rossqu01,.434,1659,151
98,7,.414,C,41,0,Michael Ruffin,WAS,111,.414,44,67,193,41,.433,1,29,64,04/05,.000,r/ruffimi01.html,41,157,99,79,43,28,332,ruffimi01,.418,1262,175
269,22,.387,SG,106,51,Kareem Rush,TOT,402,.450,47,48,74,7,.771,137,37,68,04/05,.372,r/rushka01.html,157,20,406,48,20,24,89,rushka01,.394,968,69
10,0,.200,SG,2,2,Kareem Rush,LAL,12,.250,3,2,7,1,1.000,10,2,3,04/05,.200,r/rushka01.html,4,3,20,14,2,24,10,rushka01,.200,91,7
259,22,.396,SG,104,49,Kareem Rush,CHA,390,.460,44,46,67,6,.761,127,35,65,04/05,.386,r/rushka01.html,153,17,386,34,18,24,79,rushka01,.402,877,62
103,2,.377,SF,39,56,Bryon Russell,DEN,307,.488,35,77,130,11,.792,149,61,72,04/05,.376,r/russebr01.html,95,50,252,70,44,34,172,russebr01,.379,1026,122
119,8,.405,SG,54,31,John Salmons,PHI,236,.479,51,48,92,13,.729,91,35,114,04/05,.341,s/salmojo01.html,85,12,210,58,40,25,121,salmojo01,.454,993,109
62,0,.452,PF,28,0,Jamal Sampson,CHA,79,.452,17,39,53,17,.590,0,23,8,04/05,,s/sampsja01.html,28,36,62,23,4,21,122,sampsja01,.452,329,86
21,0,.333,C,7,0,Daniel Santiago,MIL,22,.333,4,11,28,4,.727,0,8,1,04/05,,s/santida01.html,7,6,21,11,3,28,19,santida01,.333,105,13
264,14,.398,PF,110,22,Brian Scalabrine,NJN,339,.431,66,69,111,18,.768,68,53,88,04/05,.324,s/scalabr01.html,132,83,332,54,34,26,244,scalabr01,.417,1167,161
34,0,.405,SF,15,2,Ansu Sesay,GSW,49,.429,8,24,16,3,.542,8,13,12,04/05,.250,s/sesayan01.html,17,18,42,16,2,28,38,sesayan01,.441,128,20
23,0,.435,C,10,0,Ha Seung-Jin,POR,26,.435,12,11,21,5,.545,0,6,2,04/05,,s/seungha01.html,10,6,23,19,1,19,18,seungha01,.435,104,12
11,0,.455,PF,5,0,Paul Shirley,PHO,12,.455,1,4,3,0,.500,0,2,3,04/05,,s/shirlpa01.html,5,1,11,9,0,27,2,shirlpa01,.455,30,1
902,74,.466,SF,424,50,Bobby Simmons,LAC,1229,.491,135,273,227,16,.846,115,231,205,04/05,.435,s/simmobo01.html,474,128,1017,75,106,24,446,simmobo01,.470,2799,318
204,23,.507,C-PF,104,0,Brian Skinner,TOT,233,.507,40,70,102,49,.357,1,25,43,04/05,.000,s/skinnbr01.html,104,107,205,49,31,28,280,skinnbr01,.510,941,173
56,0,.386,PF,22,0,Brian Skinner,PHI,49,.386,13,17,29,6,.294,1,5,5,04/05,.000,s/skinnbr01.html,22,23,57,24,5,28,62,skinnbr01,.393,246,39
148,23,.554,C,82,0,Brian Skinner,SAC,184,.554,27,53,73,43,.377,0,20,38,04/05,,s/skinnbr01.html,82,84,148,25,26,28,218,skinnbr01,.554,695,134
27,0,.333,SG,11,2,Tamar Slay,CHA,28,.359,8,2,20,0,.000,12,0,3,04/05,.167,s/slayta01.html,13,6,39,8,5,24,14,slayta01,.407,78,8
91,0,.389,SG,38,6,Donta Smith,ATL,127,.416,25,48,50,5,.688,22,33,39,04/05,.273,s/smithdo04.html,44,19,113,38,23,21,52,smithdo04,.418,433,33
467,56,.394,SG,214,81,J.R. Smith,NOH,782,.449,109,161,135,11,.689,281,111,142,04/05,.288,s/smithjr01.html,295,39,748,76,55,19,152,smithjr01,.458,1859,113
146,2,.419,PF,61,1,Jabari Smith,NJN,166,.422,39,55,103,14,.745,2,41,38,04/05,.500,s/smithja01.html,62,29,148,45,25,27,111,smithja01,.418,648,82
620,73,.514,PF,319,0,Joe Smith,MIL,813,.514,79,228,222,38,.768,1,175,67,04/05,.000,s/smithjo02.html,319,179,621,74,43,29,541,smithjo02,.515,2265,362
579,59,.455,SF,270,4,Josh Smith,ATL,715,.458,135,237,157,144,.688,23,163,127,04/05,.174,s/smithjo03.html,274,147,602,74,59,19,457,smithjo03,.466,2050,310
143,1,.411,SG,61,41,Steve Smith,TOT,314,.494,27,80,82,7,.863,105,69,71,04/05,.390,s/smithst01.html,102,15,248,50,14,35,65,smithst01,.427,750,50
128,1,.427,SG,55,38,Steve Smith,CHA,291,.514,24,77,74,7,.870,90,67,57,04/05,.422,s/smithst01.html,93,13,218,37,12,35,49,smithst01,.430,636,36
15,0,.300,SG,6,3,Steve Smith,MIA,23,.350,3,3,8,0,.667,15,2,14,04/05,.200,s/smithst01.html,9,2,30,13,2,35,16,smithst01,.400,114,14
124,5,.324,SF,41,3,Theron Smith,CHA,105,.335,27,16,58,4,.875,12,14,28,04/05,.250,s/smithth01.html,44,39,136,33,6,24,116,smithth01,.331,510,77
282,15,.382,SG,112,13,Eric Snow,CLE,322,.402,89,80,189,16,.738,45,59,317,04/05,.289,s/snower01.html,125,37,327,81,67,31,155,snower01,.397,1844,118
243,7,.372,SG,92,30,Kirk Snyder,UTA,338,.418,58,96,116,19,.667,85,64,36,04/05,.353,s/snydeki01.html,122,50,328,68,26,21,121,snydeki01,.379,906,71
485,21,.527,PF,257,0,Darius Songaila,SAC,608,.527,70,111,206,18,.847,3,94,114,04/05,.000,s/songada01.html,257,125,488,81,51,26,344,songada01,.530,1668,219
58,4,.397,C,23,0,Pape Sow,TOR,62,.397,10,27,46,4,.593,0,16,2,04/05,,s/sowpa01.html,23,18,58,27,12,23,57,sowpa01,.397,255,39
750,79,.414,SF,329,69,Latrell Sprewell,MIN,1021,.450,127,188,124,21,.830,211,156,179,04/05,.327,s/sprewla01.html,398,65,961,80,53,34,254,sprewla01,.439,2450,189
542,7,.414,SG,242,32,Jerry Stackhouse,DAL,833,.438,106,298,104,10,.849,120,253,127,04/05,.267,s/stackje01.html,274,38,662,56,53,30,183,stackje01,.446,1617,145
359,27,.408,SG,149,25,DeShawn Stevenson,ORL,429,.438,57,101,73,9,.554,67,56,69,04/05,.373,s/stevede01.html,174,38,426,55,16,23,102,stevede01,.415,1089,64
21,1,.524,PF,11,0,Michael Stewart,ATL,25,.524,6,7,32,5,.429,0,3,5,04/05,,s/stewami01.html,11,21,21,12,6,29,40,stewami01,.524,145,19
583,66,.444,SF,277,174,Peja Stojakovic,SAC,1329,.530,102,275,157,12,.920,433,253,138,04/05,.402,s/stojape01.html,451,62,1016,66,79,27,285,stojape01,.475,2534,223
8,0,.300,SG,2,1,Awvee Storey,NJN,8,.350,0,2,3,0,.500,2,1,1,04/05,.500,s/storeaw01.html,3,4,10,9,0,27,5,storeaw01,.250,32,1
675,70,.392,PG,276,181,Damon Stoudamire,POR,1277,.470,164,199,158,2,.915,490,182,458,04/05,.369,s/stoudda01.html,457,56,1165,81,86,31,310,stoudda01,.409,2762,254
1320,80,.559,C,744,3,Amar'e Stoudemire,PHO,2080,.560,189,795,278,130,.733,16,583,131,04/05,.188,s/stoudam01.html,747,219,1336,80,77,22,713,stoudam01,.564,2889,494
221,5,.375,SG,93,21,Erick Strickland,MIL,301,.410,64,64,103,1,.813,83,52,115,04/05,.253,s/stricer01.html,114,11,304,62,30,31,103,stricer01,.421,1014,92
41,2,.209,PG,8,1,Rod Strickland,HOU,28,.221,16,10,15,2,.900,2,9,39,04/05,.500,s/stricro02.html,9,3,43,16,3,38,27,stricro02,.195,196,24
34,0,.297,C,10,1,Bruno Sundov,NYK,25,.311,6,2,16,2,1.000,3,2,2,04/05,.333,s/sundobr01.html,11,6,37,21,2,24,13,sundobr01,.294,73,7
349,59,.427,PG,160,55,Bob Sura,HOU,626,.481,147,188,168,7,.750,155,141,317,04/05,.355,s/surabo01.html,215,79,504,61,65,31,337,surabo01,.458,1922,258
445,28,.531,C,237,0,Mike Sweetney,NYK,650,.531,108,235,224,28,.749,1,176,44,04/05,.000,s/sweetmi01.html,237,169,446,77,27,22,418,sweetmi01,.533,1509,249
11,0,.455,C,5,0,Robert Swift,SEA,15,.455,4,9,16,7,.556,0,5,2,04/05,,s/swiftro01.html,5,1,11,16,1,19,5,swiftro01,.455,72,4
484,14,.449,PF,219,0,Stromile Swift,MEM,604,.449,90,219,182,92,.758,4,166,43,04/05,.000,s/swiftst01.html,219,92,488,60,41,25,273,swiftst01,.452,1279,181
750,37,.506,SF,402,63,Wally Szczerbiak,MIN,1253,.540,132,304,178,16,.855,169,260,191,04/05,.373,s/szczewa02.html,465,82,919,81,40,27,303,szczewa02,.536,2558,221
5,0,.167,PG,0,1,Yuta Tabuse,PHO,7,.250,1,4,1,0,1.000,1,4,3,04/05,1.000,t/tabusyu01.html,1,2,6,4,0,24,4,tabusyu01,.000,17,2
437,16,.455,PF-C,200,3,Maurice Taylor,TOT,472,.459,94,103,180,20,.612,9,63,67,04/05,.333,t/tayloma01.html,203,67,446,65,27,28,257,tayloma01,.458,1336,190
284,16,.435,PF,124,3,Maurice Taylor,HOU,296,.440,63,60,123,12,.650,8,39,53,04/05,.375,t/tayloma01.html,127,41,292,38,16,28,164,tayloma01,.437,905,123
153,0,.494,C,76,0,Maurice Taylor,NYK,176,.494,31,43,57,8,.558,1,24,14,04/05,.000,t/tayloma01.html,76,26,154,27,11,28,93,tayloma01,.497,431,67
361,26,.393,PG,152,17,Sebastian Telfair,POR,460,.413,125,133,120,4,.789,69,105,224,04/05,.246,t/telfase01.html,169,10,430,68,35,19,104,telfase01,.421,1330,94
498,57,.501,PG,269,103,Jason Terry,DAL,993,.570,147,173,177,15,.844,245,146,429,04/05,.420,t/terryja01.html,372,38,743,80,109,27,188,terryja01,.540,2401,150
38,0,.362,SF,17,17,Billy Thomas,NJN,92,.452,9,9,29,1,.778,56,7,17,04/05,.304,t/thomabi01.html,34,7,94,25,14,29,36,thomabi01,.447,356,29
255,10,.502,C,128,0,Etan Thomas,WAS,332,.502,50,144,133,51,.528,0,76,20,04/05,,t/thomaet01.html,128,85,255,47,17,26,244,thomaet01,.502,976,159
20,2,.600,PF,12,0,James Thomas,TOT,26,.600,7,6,13,4,.333,0,2,4,04/05,,t/thomaja02.html,12,17,20,11,4,24,37,thomaja02,.600,117,20
18,2,.611,PF,11,0,James Thomas,POR,24,.611,7,6,12,4,.333,0,2,4,04/05,,t/thomaja02.html,11,15,18,9,4,24,35,thomaja02,.611,112,20
2,0,.500,PF,1,0,James Thomas,ATL,2,.500,0,0,1,0,,0,0,0,04/05,,t/thomaja02.html,1,2,2,2,0,24,2,thomaja02,.500,5,0
86,8,.488,C,42,0,John Thomas,MIN,111,.488,18,46,82,13,.587,0,27,17,04/05,,t/thomajo02.html,42,39,86,44,15,29,97,thomajo02,.488,521,58
776,58,.470,PF,366,1,Kenny Thomas,TOT,908,.471,131,227,227,17,.762,5,173,152,04/05,.200,t/thomake01.html,367,184,781,73,67,27,535,thomake01,.472,2167,351
472,43,.456,PF,216,1,Kenny Thomas,PHI,530,.457,83,119,151,6,.798,4,95,77,04/05,.250,t/thomake01.html,217,106,476,47,40,27,308,thomake01,.458,1344,202
304,15,.492,PF,150,0,Kenny Thomas,SAC,378,.492,48,108,76,11,.722,1,78,75,04/05,.000,t/thomake01.html,150,78,305,26,27,27,227,thomake01,.493,823,149
897,80,.471,PF,422,2,Kurt Thomas,NYK,916,.472,99,84,310,79,.786,4,66,160,04/05,.500,t/thomaku01.html,424,170,901,80,70,32,831,thomaku01,.470,2855,661
510,68,.439,SF,230,85,Tim Thomas,NYK,851,.498,113,173,222,17,.786,208,136,110,04/05,.409,t/thomati01.html,315,45,718,71,41,27,237,thomati01,.451,1940,192
366,40,.418,PG,160,58,Jamaal Tinsley,IND,616,.473,134,164,112,12,.744,156,122,257,04/05,.372,t/tinslja01.html,218,26,522,40,81,26,160,tinslja01,.437,1301,134
391,6,.444,C,177,0,Robert Traylor,CLE,409,.444,73,102,215,50,.539,8,55,61,04/05,.000,t/traylro01.html,177,136,399,74,54,27,332,traylro01,.453,1327,196
64,1,.500,C,32,0,Jake Tsakalidis,MEM,78,.500,12,18,42,16,.778,0,14,10,04/05,,t/tsakaja01.html,32,21,64,31,3,25,56,tsakaja01,.500,278,35
57,0,.297,PF,20,2,Nikoloz Tskitishvili,TOT,50,.311,19,7,33,11,.571,17,4,10,04/05,.118,t/tskitni01.html,22,12,74,35,8,21,41,tskitni01,.351,220,29
44,0,.294,PF,15,0,Nikoloz Tskitishvili,DEN,34,.294,14,7,24,8,.571,7,4,4,04/05,.000,t/tskitni01.html,15,11,51,23,8,21,29,tskitni01,.341,158,18
13,0,.304,PF,5,2,Nikoloz Tskitishvili,GSW,16,.348,5,0,9,3,,10,0,6,04/05,.200,t/tskitni01.html,7,1,23,12,0,21,12,tskitni01,.385,62,11
537,11,.419,SF,235,93,Hedo Turkoglu,ORL,937,.479,119,225,140,18,.836,245,188,153,04/05,.380,t/turkohe01.html,328,62,782,67,41,25,233,turkohe01,.438,1757,171
248,2,.444,PG,115,58,Beno Udrih,SAS,471,.518,77,89,96,10,.753,142,67,150,04/05,.408,u/udrihbe01.html,173,16,390,80,41,22,83,udrihbe01,.464,1149,67
304,34,.381,SG,114,100,Nick Van Exel,POR,586,.471,92,74,70,0,.784,257,58,227,04/05,.389,v/vanexni01.html,214,20,561,53,44,33,161,vanexni01,.375,1619,141
422,16,.456,SF-PF,203,54,Keith Van Horn,TOT,696,.504,81,157,170,21,.815,142,128,75,04/05,.380,v/vanhoke01.html,257,89,564,62,36,29,294,vanhoke01,.481,1502,205
207,13,.449,SF,98,30,Keith Van Horn,MIL,342,.502,47,65,82,11,.862,78,56,41,04/05,.385,v/vanhoke01.html,128,55,285,33,21,29,165,vanhoke01,.473,818,110
215,3,.462,PF,105,24,Keith Van Horn,DAL,354,.505,34,92,88,10,.783,64,72,34,04/05,.375,v/vanhoke01.html,129,34,279,29,15,29,129,vanhoke01,.488,684,95
191,0,.513,PF,99,0,Anderson Varejao,CLE,266,.513,26,127,122,38,.535,2,68,27,04/05,.000,v/varejan01.html,99,109,193,54,41,22,257,varejan01,.518,863,148
310,34,.449,SG,141,5,Jacque Vaughn,NJN,373,.457,62,91,138,1,.835,15,76,135,04/05,.333,v/vaughja01.html,146,17,325,71,41,29,107,vaughja01,.455,1410,90
59,1,.458,C,27,0,Jake Voskuhl,PHO,80,.458,20,38,60,11,.684,0,26,17,04/05,,v/voskuja01.html,27,30,59,38,4,27,92,voskuja01,.458,360,62
196,18,.412,C-PF,82,0,Jackson Vroman,TOT,212,.412,64,75,105,19,.640,3,48,40,04/05,.000,v/vromaja01.html,82,64,199,46,25,23,175,vromaja01,.418,705,111
16,1,.375,PF,6,0,Jackson Vroman,PHO,16,.375,7,7,11,2,.571,0,4,7,04/05,,v/vromaja01.html,6,5,16,10,3,23,13,vromaja01,.375,57,8
180,17,.415,C,76,0,Jackson Vroman,NOH,196,.415,57,68,94,17,.647,3,44,33,04/05,.000,v/vromaja01.html,76,59,183,36,22,23,162,vromaja01,.422,648,103
54,3,.282,SG,16,17,Sasha Vujacic,LAL,101,.355,15,19,41,2,.947,63,18,51,04/05,.270,v/vujacsa01.html,33,13,117,35,12,20,62,vujacsa01,.296,403,49
1273,77,.478,SG,617,13,Dwyane Wade,MIA,1854,.483,321,762,230,82,.762,45,581,520,04/05,.289,w/wadedw01.html,630,110,1318,77,121,23,397,wadedw01,.485,2974,287
29,0,.327,SG,13,5,Dajuan Wagner,CLE,44,.373,9,4,15,0,.750,26,3,13,04/05,.192,w/wagneda02.html,18,0,55,11,5,21,2,wagneda02,.448,102,2
1036,77,.422,PF,471,110,Antoine Walker,TOT,1473,.462,253,373,217,58,.539,341,201,265,04/05,.323,w/walkean02.html,581,182,1377,77,89,28,695,walkean02,.455,2955,513
745,53,.415,PF,335,85,Antoine Walker,ATL,1082,.457,183,294,147,32,.534,268,157,194,04/05,.317,w/walkean02.html,420,126,1013,53,64,28,497,walkean02,.450,2128,371
291,24,.442,PF,136,25,Antoine Walker,BOS,391,.477,70,79,70,26,.557,73,44,71,04/05,.342,w/walkean02.html,161,56,364,24,25,28,198,walkean02,.467,827,142
31,0,.355,PF,11,0,Samaki Walker,WAS,24,.355,8,3,25,7,.667,0,2,4,04/05,,w/walkesa01.html,11,8,31,14,3,28,18,walkesa01,.355,134,10
642,74,.453,C,294,1,Ben Wallace,DET,721,.454,82,304,159,176,.428,9,130,123,04/05,.111,w/wallabe01.html,295,292,651,74,106,30,902,wallabe01,.458,2671,610
575,68,.449,SF,269,17,Gerald Wallace,CHA,780,.462,159,289,182,91,.661,62,191,137,04/05,.274,w/wallage01.html,286,118,637,70,117,22,386,wallage01,.468,2147,268
826,79,.440,PF,392,75,Rasheed Wallace,DET,1145,.475,127,195,236,115,.697,236,136,142,04/05,.318,w/wallara01.html,467,174,1062,79,65,30,644,wallara01,.475,2687,470
119,5,.411,SF,58,16,Luke Walton,LAL,198,.456,58,48,70,11,.708,61,34,93,04/05,.262,w/waltolu01.html,74,55,180,61,26,24,142,waltolu01,.487,768,87
26,13,.312,PG,8,16,Charlie Ward,HOU,75,.416,18,13,22,0,.846,51,11,43,04/05,.314,w/wardch01.html,24,6,77,14,15,34,39,wardch01,.308,360,33
391,14,.426,PG,184,52,Earl Watson,MEM,615,.473,167,138,184,19,.659,163,91,359,04/05,.319,w/watsoea01.html,236,35,554,80,83,25,164,watsoea01,.471,1808,129
114,18,.412,PF,47,0,Clarence Weatherspoon,HOU,123,.412,15,35,74,6,.829,0,29,17,04/05,,w/weathcl01.html,47,35,114,40,9,34,122,weathcl01,.412,525,87
1239,67,.433,PF,540,15,Chris Webber,TOT,1306,.438,182,228,214,53,.794,44,181,318,04/05,.341,w/webbech01.html,555,130,1283,67,94,31,612,webbech01,.436,2370,482
888,46,.449,PF,401,11,Chris Webber,SAC,978,.455,133,179,144,34,.799,29,143,252,04/05,.379,w/webbech01.html,412,94,917,46,68,31,447,webbech01,.452,1668,353
351,21,.391,PF,139,4,Chris Webber,PHI,328,.396,49,49,70,19,.776,15,38,66,04/05,.267,w/webbech01.html,143,36,366,21,26,31,165,webbech01,.396,702,129
513,19,.441,SG,236,36,Bonzi Wells,MEM,721,.470,90,188,165,27,.750,104,141,80,04/05,.346,w/wellsbo01.html,272,49,617,69,85,28,229,wellsbo01,.460,1489,180
261,32,.402,SG-SF,115,34,Jiri Welsch,TOT,461,.447,73,169,121,5,.763,110,129,103,04/05,.309,w/welscji01.html,149,26,371,71,44,25,167,welscji01,.441,1317,141
221,32,.428,SG,105,32,Jiri Welsch,BOS,415,.478,58,141,105,5,.773,99,109,84,04/05,.323,w/welscji01.html,137,20,320,55,39,25,139,welscji01,.475,1125,119
40,0,.235,SF,10,2,Jiri Welsch,CLE,46,.255,15,28,16,0,.714,11,20,19,04/05,.182,w/welscji01.html,12,6,51,16,5,25,28,welscji01,.250,192,22
525,79,.398,SG,216,118,David Wesley,TOT,948,.468,113,189,215,9,.857,315,162,265,04/05,.375,w/wesleda01.html,334,38,840,80,96,34,228,wesleda01,.411,2774,190
262,26,.389,SG,105,28,David Wesley,NOH,361,.430,54,76,65,1,.882,80,67,109,04/05,.350,w/wesleda01.html,133,12,342,26,35,34,85,wesleda01,.401,934,73
263,53,.404,SG,111,90,David Wesley,HOU,587,.494,59,113,150,8,.841,235,95,156,04/05,.383,w/wesleda01.html,201,26,498,54,61,34,143,wesleda01,.422,1840,117
167,8,.436,SF,73,2,David West,NOH,186,.442,37,50,62,16,.680,5,34,23,04/05,.400,w/westda01.html,75,40,172,30,12,24,129,westda01,.437,552,89
88,7,.426,SG,42,24,Delonte West,BOS,175,.503,24,27,69,8,.704,67,19,53,04/05,.358,w/westde01.html,66,14,155,39,21,21,65,westde01,.477,507,51
31,0,.452,C,14,0,Jahidi White,CHA,42,.452,11,40,31,12,.350,0,14,1,04/05,,w/whiteja01.html,14,11,31,17,2,28,34,whiteja01,.452,135,23
229,2,.419,SF,97,24,Rodney White,TOT,293,.460,37,44,64,11,.614,60,27,44,04/05,.400,w/whitero02.html,121,24,289,58,32,24,89,whitero02,.424,677,65
183,2,.432,SF,79,19,Rodney White,DEN,236,.474,27,34,51,10,.618,44,21,36,04/05,.432,w/whitero02.html,98,20,227,42,30,24,74,whitero02,.432,531,54
46,0,.371,SF,18,5,Rodney White,GSW,57,.411,10,10,13,1,.600,16,6,8,04/05,.313,w/whitero02.html,23,4,62,16,2,24,15,whitero02,.391,146,11
329,25,.514,C,169,0,Chris Wilcox,LAC,426,.514,77,144,129,24,.611,0,88,38,04/05,,w/wilcoch01.html,169,63,329,54,26,22,228,wilcoch01,.514,1005,165
109,7,.435,SF,57,16,Damien Wilkins,SEA,183,.482,16,34,55,10,.618,59,21,26,04/05,.271,w/wilkida02.html,73,29,168,29,22,25,66,wilkida02,.523,520,37
61,0,.416,PG,27,5,Mike Wilks,SAS,81,.448,14,16,26,1,.750,16,12,33,04/05,.313,w/wilksmi01.html,32,4,77,48,14,25,25,wilksmi01,.443,278,21
63,4,.460,C,29,0,Aaron Williams,TOT,73,.460,17,17,70,8,.882,0,15,8,04/05,,w/williaa01.html,29,17,63,42,5,33,60,williaa01,.460,315,43
27,0,.519,C,14,0,Aaron Williams,NJN,37,.519,11,10,25,5,.900,0,9,6,04/05,,w/williaa01.html,14,7,27,19,4,33,31,williaa01,.519,150,24
36,4,.417,C,15,0,Aaron Williams,TOR,36,.417,6,7,45,3,.857,0,6,2,04/05,,w/williaa01.html,15,10,36,23,1,33,29,williaa01,.417,165,19
257,39,.430,SG,114,28,Eric Williams,TOT,424,.473,60,161,147,4,.696,73,112,92,04/05,.384,w/willier01.html,142,44,330,55,38,32,172,willier01,.444,1322,128
145,21,.470,SG,70,17,Eric Williams,NJN,265,.516,34,108,80,2,.685,40,74,42,04/05,.425,w/willier01.html,87,28,185,21,16,32,95,willier01,.483,739,67
112,18,.379,SG,44,11,Eric Williams,TOR,159,.417,26,53,67,2,.717,33,38,50,04/05,.333,w/willier01.html,55,16,145,34,22,32,77,willier01,.393,583,61
16,0,.150,SG,3,0,Frank Williams,CHI,6,.150,3,0,9,3,,4,0,11,04/05,.000,w/willifr02.html,3,2,20,9,2,24,6,willifr02,.188,71,4
